pay_app_no,project,owner,engineer,contractor,work_from,work_to,invoice_date,original_contract_amount,submitted_total_earned_to_date,percent_complete_value,retainage_rate_percent,retainage_to_date,reviewed_amount_this_app,previous_payments,amount_due_this_application
5,Brookglen Subdivision Drainage Improvements - Phase 1,City of La Porte,Halff Engineering,"Branch Construction Group, LLC",2025-02-26,2025-03-31,2025-04-01,12318155.0,3029704.0,24.6,5.0,151485.2,1016721.35,,
